Start Time,Stop Time,Duration,Type,MP3 File,Transcript File,Transcript
972.4,1210.22,237.82000000000005,music,music_output_segment_103.mp3,music_972.txt,"[00:30.000 --> 00:32.700]  How it all began
[00:32.700 --> 00:36.800]  It just seemed like living so I did
[00:36.800 --> 00:41.000]  Do you remember back in the morning
[00:41.000 --> 00:45.300]  When we together get a picture of our memories long
[00:45.300 --> 00:49.500]  Do you remember us holding hands
[00:49.500 --> 00:52.000]  Remember the days of our papers
[00:52.000 --> 00:55.000]  I remember the days of our papers
[00:55.000 --> 00:57.500]  Do you remember the time
[00:57.500 --> 00:59.500]  When we fell in love
[00:59.500 --> 01:01.500]  Do you remember the time
[01:01.500 --> 01:04.500]  When we first met a girl
[01:04.500 --> 01:06.500]  Remember the time
[01:06.500 --> 01:08.500]  When we fell in love
[01:08.500 --> 01:11.500]  Do you remember the time
[01:12.500 --> 01:14.500]  Do you remember
[01:14.500 --> 01:17.500]  How we used to talk
[01:17.500 --> 01:19.500]  No, we'd stay on the phone
[01:19.500 --> 01:21.500]  And night till dawn
[01:21.500 --> 01:23.500]  Do you remember
[01:23.500 --> 01:26.500]  All the things we said
[01:26.500 --> 01:28.500]  I loved you so I remember
[01:28.500 --> 01:30.500]  I let you go
[01:30.500 --> 01:33.500]  Do you remember back in the spring
[01:33.500 --> 01:35.500]  I remember every moment
[01:35.500 --> 01:38.500]  I remember it's the same
[01:38.500 --> 01:42.500]  Do you remember those special times
[01:42.500 --> 01:45.500]  I remember us going on
[01:45.500 --> 01:48.500]  In the practice of our minds
[01:48.500 --> 01:50.500]  Remember the time
[01:50.500 --> 01:52.500]  When we fell in love
[01:52.500 --> 01:54.500]  Remember the time
[01:54.500 --> 01:57.500]  When we first met a girl
[01:57.500 --> 01:59.500]  Remember the time
[01:59.500 --> 02:01.500]  When we fell in love
[02:01.500 --> 02:04.500]  Do you remember the time
[02:05.500 --> 02:10.500]  Those sweet memories
[02:10.500 --> 02:14.500]  Always be dear to me
[02:14.500 --> 02:18.500]  Remember no matter what I said
[02:18.500 --> 02:22.500]  I will never forget what we said
[02:22.500 --> 02:25.500]  Remember the time
[02:25.500 --> 02:27.500]  Do you remember
[02:27.500 --> 02:30.500]  Remember the time
[02:30.500 --> 02:33.500]  When we first met a girl
[02:33.500 --> 02:35.500]  Remember the time
[02:35.500 --> 02:39.500]  Remember the time
[02:39.500 --> 02:42.500]  Remember my baby
[02:42.500 --> 02:44.500]  Remember the time
[02:44.500 --> 02:47.500]  Remember the time
[02:47.500 --> 02:49.500]  Remember the time
[02:49.500 --> 02:52.500]  Remember the time
[02:52.500 --> 02:54.500]  Remember the love
[02:54.500 --> 02:56.500]  Remember the time
[02:56.500 --> 02:59.500]  Remember my baby
[02:59.500 --> 03:02.500]  Remember the time
[03:03.500 --> 03:06.500]  Remember the time
[03:06.500 --> 03:08.500]  Do you remember
[03:08.500 --> 03:10.500]  Remember the time
[03:10.500 --> 03:11.500]  On the phone
[03:11.500 --> 03:12.500]  You and me
[03:12.500 --> 03:14.500]  Remember the time
[03:14.500 --> 03:15.500]  Your dreams
[03:15.500 --> 03:17.500]  What about it girl
[03:17.500 --> 03:19.500]  Remember the time
[03:19.500 --> 03:24.500]  Do it
[03:24.500 --> 03:25.500]  In the park
[03:25.500 --> 03:26.500]  On the beach
[03:26.500 --> 03:27.500]  Do a thing
[03:27.500 --> 03:28.500]  And play
[03:28.500 --> 03:30.500]  Remember
[03:30.500 --> 03:31.500]  Remember
[03:31.500 --> 03:35.500]  Remember the time
[03:35.500 --> 03:38.500]  Remember the time
[03:38.500 --> 03:39.500]  In the park
[03:39.500 --> 03:41.500]  Remember the time
[03:41.500 --> 03:43.500]  Do you
[03:43.500 --> 03:46.500]  Remember the time
[03:46.500 --> 03:48.500]  Do you remember
[03:48.500 --> 03:50.500]  Remember the time
[03:53.500 --> 03:55.500]  Remember the time"
1210.22,1459.98,249.76,music,music_output_segment_104.mp3,music_1210.txt,"[00:30.000 --> 00:32.000]  Why fight the tide?
[00:32.000 --> 00:34.000]  Don't think so much
[00:34.000 --> 00:37.000]  But let your heart decide
[00:37.000 --> 00:39.000]  Maybe I'll see your future
[00:39.000 --> 00:41.000]  And it starts now
[00:41.000 --> 00:43.000]  Look at your eyes
[00:43.000 --> 00:46.000]  And see you searching for a sign
[00:46.000 --> 00:48.000]  But you'll never fall
[00:48.000 --> 00:50.000]  Till you let go
[00:50.000 --> 00:52.000]  Don't be so scared
[00:52.000 --> 00:55.000]  Of what you don't know
[00:55.000 --> 00:57.000]  To your heart
[00:57.000 --> 00:59.000]  You must be to your heart
[00:59.000 --> 01:01.000]  This way my hands will hold
[01:01.000 --> 01:04.000]  And baby shower you with my love
[01:04.000 --> 01:06.000]  Open your eyes
[01:06.000 --> 01:08.000]  Your heart can tell you no lies
[01:08.000 --> 01:10.000]  And when you're truly our heart
[01:10.000 --> 01:15.000]  I know it's gonna lead you straight to me
[01:22.000 --> 01:24.000]  I'm willing to know it's on your side
[01:24.000 --> 01:27.000]  And set you free
[01:27.000 --> 01:31.000]  I can do that for you if you believe in me
[01:31.000 --> 01:33.000]  One second, yes
[01:33.000 --> 01:35.000]  What feels so right
[01:35.000 --> 01:37.000]  Just trust your heart
[01:37.000 --> 01:40.000]  And you'll see the light
[01:40.000 --> 01:42.000]  To your heart
[01:42.000 --> 01:44.000]  You must be to your heart
[01:44.000 --> 01:46.000]  This way my hands will hold
[01:46.000 --> 01:50.000]  And baby shower you with my love
[01:50.000 --> 01:51.000]  Open your eyes
[01:51.000 --> 01:53.000]  Your heart can tell you no lies
[01:53.000 --> 01:55.000]  And when you're truly our heart
[01:55.000 --> 02:00.000]  I know it's gonna lead you straight to me
[02:02.000 --> 02:04.000]  You know it's true
[02:04.000 --> 02:07.000]  Your heart knows what's good for you
[02:07.000 --> 02:09.000]  You know it's true
[02:09.000 --> 02:12.000]  Let your heart show you the way
[02:12.000 --> 02:13.000]  You know it's true
[02:13.000 --> 02:16.000]  It'll see you through
[02:16.000 --> 02:18.000]  Yeah, yeah
[02:25.000 --> 02:27.000]  Got my heart inside
[02:27.000 --> 02:29.000]  And meet you where you are
[02:29.000 --> 02:32.000]  Will you take both hands off the wheel
[02:32.000 --> 02:34.000]  And still get far
[02:34.000 --> 02:36.000]  Be right by my way
[02:36.000 --> 02:39.000]  Enjoy the night
[02:39.000 --> 02:41.000]  You won't get lost
[02:41.000 --> 02:44.000]  With your heart to your heart
[02:44.000 --> 02:46.000]  You must be truly our heart
[02:46.000 --> 02:48.000]  You must be truly our heart
[02:48.000 --> 02:50.000]  This way my hands will hold
[02:50.000 --> 02:53.000]  And baby shower you with my love
[02:53.000 --> 02:55.000]  Open your eyes
[02:55.000 --> 02:57.000]  Your heart can tell you no lies
[02:57.000 --> 02:59.000]  And when you're truly our heart
[02:59.000 --> 03:03.000]  I know it's gonna lead you straight to me
[03:03.000 --> 03:06.000]  You must be truly our heart
[03:06.000 --> 03:08.000]  This way my hands will hold
[03:08.000 --> 03:11.000]  And baby shower you with my love
[03:11.000 --> 03:13.000]  Open your eyes
[03:13.000 --> 03:15.000]  Your heart will tell you the lies
[03:15.000 --> 03:17.000]  And when you're truly our heart
[03:17.000 --> 03:22.000]  I know it's gonna lead you straight to me
[03:23.000 --> 03:27.000]  You must be truly our heart
[03:27.000 --> 03:29.000]  This way my hands will hold
[03:29.000 --> 03:32.000]  And baby shower you with my love
[03:32.000 --> 03:34.000]  Open your eyes
[03:34.000 --> 03:37.000]  Your heart can tell you no lies
[03:37.000 --> 03:39.000]  And when you're truly our heart
[03:39.000 --> 03:42.000]  I know it's gonna lead you straight to me
[03:42.000 --> 03:44.000]  You must be truly our heart
[03:44.000 --> 03:46.000]  This way my hands will hold
[03:46.000 --> 03:49.000]  And baby shower you with my love
[03:49.000 --> 03:51.000]  Open your eyes
[03:51.000 --> 03:53.000]  Your heart can tell you the lies
[03:53.000 --> 03:55.000]  And when you're truly our heart
[03:55.000 --> 03:57.000]  I know it's gonna lead you straight to me
[03:57.000 --> 03:59.000]  You must be truly our heart
[03:59.000 --> 04:01.000]  This way my hands will hold
[04:01.000 --> 04:03.000]  And baby shower you with my love
[04:03.000 --> 04:05.000]  Open your eyes
[04:05.000 --> 04:07.000]  Your heart can tell you the lies
[04:07.000 --> 04:09.000]  And when you're truly our heart"
1459.98,1462.74,2.759999999999991,speech,speech_output_segment_105.mp3,speech_1459.txt,"[00:00.000 --> 00:02.720]  98 degrees, 그리고 Stevie Wonder"
1462.74,1465.3,2.5599999999999454,speech,speech_output_segment_106.mp3,speech_1462.txt,[00:00.000 --> 00:02.560]  true to your heart 들었습니다.
1465.3,1469.16,3.8600000000001273,speech,speech_output_segment_107.mp3,speech_1465.txt,[00:00.000 --> 00:04.000]  영화 애니메이션 뮬란 사운드 트릭이 있고요.
1469.16,1471.62,2.459999999999809,speech,speech_output_segment_108.mp3,speech_1469.txt,[00:00.000 --> 00:02.000]  하모니카 연주도 스티비 온도가 한군
1471.62,1472.54,0.9200000000000728,speech,speech_output_segment_109.mp3,speech_1471.txt,[00:00.000 --> 00:10.000]  고맙습니다.
1472.54,1474.64,2.1000000000001364,speech,speech_output_segment_110.mp3,speech_1472.txt,[00:00.000 --> 00:02.000]  이 양반은 못하는 게 없어요
1474.64,1475.8,1.1599999999998545,speech,speech_output_segment_111.mp3,speech_1474.txt,
1475.8,1478.78,2.980000000000018,speech,speech_output_segment_112.mp3,speech_1475.txt,[00:00.000 --> 00:03.000]  정말 진정한 천재입니다
1478.78,1482.92,4.1400000000001,speech,speech_output_segment_113.mp3,speech_1478.txt,[00:00.000 --> 00:04.240]  제가 스티비 온도 공연을 써무소니에서 한 번 봤는데
1482.92,1484.56,1.6399999999998727,speech,speech_output_segment_114.mp3,speech_1482.txt,[00:00.000 --> 00:02.000]  와
1484.56,1488.82,4.259999999999991,speech,speech_output_segment_115.mp3,speech_1484.txt,[00:00.000 --> 00:04.240]  진짜 예술이에요 이런게 예술이구나
1488.82,1493.76,4.940000000000055,speech,speech_output_segment_116.mp3,speech_1488.txt,[00:00.000 --> 00:04.880]  우리가 하는 건 예술은 아니죠. 그냥 대중음악이고
1493.76,1497.0,3.240000000000009,speech,speech_output_segment_117.mp3,speech_1493.txt,[00:00.000 --> 00:03.200]  송골 매 콘서트는 그냥
1497.0,1498.04,1.0399999999999636,speech,speech_output_segment_118.mp3,speech_1497.txt,[00:00.000 --> 00:02.000]  대중음악
1498.04,1500.52,2.480000000000018,speech,speech_output_segment_119.mp3,speech_1498.txt,[00:00.000 --> 00:02.000]  스티비온의 콘서트는
1500.52,1502.4,1.8800000000001091,speech,speech_output_segment_120.mp3,speech_1500.txt,[00:00.000 --> 00:02.000]  예술! 와!
1502.4,1505.36,2.959999999999809,speech,speech_output_segment_121.mp3,speech_1502.txt,[00:00.000 --> 00:02.000]  아트의 반위를 올라간거야
1505.36,1509.32,3.9600000000000364,speech,speech_output_segment_122.mp3,speech_1505.txt,"[00:00.000 --> 00:02.000]  2846번으로 청해 주셨습니다.
[00:02.000 --> 00:04.000]  true to your heart."
1509.32,1510.88,1.5600000000001728,speech,speech_output_segment_123.mp3,speech_1509.txt,[00:00.000 --> 00:02.000]  90°C
1510.88,1512.22,1.3399999999999181,speech,speech_output_segment_124.mp3,speech_1510.txt,[00:00.000 --> 00:02.000]  크루스티비 원더
1512.22,1514.84,2.619999999999891,speech,speech_output_segment_125.mp3,speech_1512.txt,[00:00.000 --> 00:02.000]  아패드리시는 마음은 마이클 잭슨의
1514.84,1516.86,2.019999999999982,speech,speech_output_segment_126.mp3,speech_1514.txt,[00:00.000 --> 00:01.660]  일도 잊지마
1516.86,1517.86,1.0,speech,speech_output_segment_127.mp3,speech_1516.txt,
1517.86,1520.34,2.480000000000018,speech,speech_output_segment_128.mp3,speech_1517.txt,[00:00.000 --> 00:02.000]  이번에는 전웅진씨가
1520.34,1526.94,6.600000000000136,speech,speech_output_segment_129.mp3,speech_1520.txt,[00:00.000 --> 00:06.620]  역사는 반복된다를 다시금 깨닫는 하루
1526.94,1531.16,4.220000000000027,speech,speech_output_segment_130.mp3,speech_1526.txt,"[00:00.000 --> 00:03.000]  어... 어이구 의미심장하네요
[00:03.000 --> 00:04.240]  그리고 빌리지오에래"
1531.16,1534.68,3.519999999999982,speech,speech_output_segment_131.mp3,speech_1531.txt,"[00:00.000 --> 00:02.800]  We didn't start a fire.
[00:02.800 --> 00:03.600]  여기 보면 이제"
1534.68,1536.12,1.4399999999998272,speech,speech_output_segment_132.mp3,speech_1534.txt,[00:00.000 --> 00:02.000]  가사에게
1536.12,1540.42,4.300000000000182,speech,speech_output_segment_133.mp3,speech_1536.txt,[00:00.000 --> 00:04.320]  판문점 노스코리아 사우스코리아
1540.42,1546.16,5.740000000000009,speech,speech_output_segment_134.mp3,speech_1540.txt,"[00:00.000 --> 00:03.000]  승만리 이런거 나옵니다
[00:03.000 --> 00:05.000]  그때는 뭐 이런게 나오는게 신기해가지고
[00:05.000 --> 00:06.000]  와 우리"
1546.16,1550.88,4.720000000000027,speech,speech_output_segment_135.mp3,speech_1546.txt,[00:00.000 --> 00:05.880]  별로 그렇게 좋은 역사가 아니죠
1550.88,1553.98,3.099999999999909,speech,speech_output_segment_136.mp3,speech_1550.txt,"[00:00.000 --> 00:01.340] Ops yourselves!
[00:01.340 --> 00:03.240]  We didn't start a fire."
1553.98,1719.98,166.0,music,music_output_segment_137.mp3,music_1553.txt,"[00:00.000 --> 00:00.500]  어
[00:30.000 --> 01:00.000]  어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어
[01:00.000 --> 01:30.000]  어 어 어 어 어
[01:30.000 --> 02:00.000]  어 어 어 어 어 어
[02:00.000 --> 02:23.760]  어 어 어 어 어 어 어 어 어 어 어 어 어"
1719.98,1724.38,4.400000000000091,music,music_output_segment_138.mp3,music_1719.txt,[00:00.000 --> 00:01.220]  오오오
1724.38,1745.76,21.37999999999988,music,music_output_segment_139.mp3,music_1724.txt,"[00:00.920 --> 00:02.880]  악보 찾으려면 어디로 가야되지?
[00:02.880 --> 00:05.360]  악보 부터 받아 여기는 악보받아
[00:05.360 --> 00:07.800]  악보 찾다 열 받아 컴다운 악보받아
[00:07.800 --> 00:10.560]  퀄리티가 달라 여기는 악보받아
[00:10.560 --> 00:13.160]  Come on yo 악보받아
[00:13.160 --> 00:16.280]  세상 모든 악보 온라인 도 모바일 도
[00:16.280 --> 00:20.840]  여기서 탁 다운 바다 뮤직 디자이너 악보받아"
1745.76,1749.72,3.9600000000000364,speech,speech_output_segment_140.mp3,speech_1745.txt,"[00:00.000 --> 00:04.000]  지키고 싶은 연인, 가족, 우리 아이"
1749.72,1751.84,2.119999999999891,music,music_output_segment_141.mp3,music_1749.txt,"[00:00.000 --> 00:02.000]  건강, 농어."
1751.84,1765.1,13.259999999999991,speech,speech_output_segment_142.mp3,speech_1751.txt,"[00:00.000 --> 00:05.500]  그리고 지구를 위해 나와 지구 우리 모두를 지키는 방법
[00:05.500 --> 00:08.500]  커져라 친환경 농산물
[00:08.500 --> 00:13.500]  지구를 지키는 농부와 친환경 농산물 자조금 관리위원회가 함께합니다"
1765.1,1785.26,20.160000000000082,music,music_output_segment_143.mp3,music_1765.txt,"[00:00.000 --> 00:03.000]  코딩을 배우고 싶어 로봐로봐로 와
[00:03.000 --> 00:06.000]  로봐로봐로와 코딩을 배워
[00:06.000 --> 00:10.000]  로봐로봐로와 샤구력 키워
[00:10.000 --> 00:13.000]  로봐로봐로와 놀리며 깨워
[00:13.000 --> 00:16.000]  로봐로봐로봐로봐로봐로
[00:16.000 --> 00:19.000]  미래를 준비하는 코딩교육전문가
[00:19.000 --> 00:20.000]  로봐로봐로"
1785.26,1805.32,20.059999999999945,speech,speech_output_segment_144.mp3,speech_1785.txt,"[00:00.000 --> 00:03.800]  모바일이 복잡해. 다 거기서 거기 아니야? 찾았다.
[00:04.680 --> 00:12.680]  판총물 최적가 보장제 최적가는 기본 다양한 디자인 안심 스케줄까지 기프트 인포는 차원이 다르다.
[00:12.760 --> 00:19.800]  판총물 초격사선원 기프트 인포. 거 봐 다 있다니까. 진짜? 궁금하면 기프트 인포."
1805.32,1809.38,4.060000000000173,music,music_output_segment_145.mp3,music_1805.txt,[00:00.000 --> 00:04.020]  오늘도 영상 보시고 감사합니다.
1809.38,1815.34,5.959999999999809,music,music_output_segment_146.mp3,music_1809.txt,
1815.34,1871.1,55.75999999999999,speech,speech_output_segment_147.mp3,speech_1815.txt,"[00:00.000 --> 00:04.580]  오늘도 당신편 MBCFM4U 날씨와 생활입니다.
[00:04.580 --> 00:08.040]  내일도 서쪽 지방에는 비나 눈이 내리겠습니다.
[00:08.040 --> 00:12.940]  눈은 최대 5cm, 비는 5mm 안팎으로 예상되는데요.
[00:12.940 --> 00:17.300]  내리는 양은 적지만 기온이 낮기 때문에 도로에 얼어붙을 수 있어서
[00:17.300 --> 00:19.940]  교통안전에 각별한 조회가 필요합니다.
[00:19.940 --> 00:22.860]  동해안에는 다시 건조한 바람이 유입되고 있습니다.
[00:22.860 --> 00:25.140]  연일 메마른 날씨가 이어지고 있는데
[00:25.140 --> 00:28.940]  서울 동북권과 일부 경기지역, 경남 창원에도
[00:28.940 --> 00:32.660]  어제 오전에에 건조주의보가 추가로 발효됐습니다.
[00:32.660 --> 00:35.660]  화요일까지는 이맘때 초겨울 날씨가 이어지겠고요.
[00:35.660 --> 00:39.180]  수요일에는 서울의 아침 기온이 영하 7도까지 떨어지면서
[00:39.180 --> 00:41.820]  올겨울들어 가장 춥겠습니다.
[00:41.820 --> 00:45.860]  중근일 고속도로 창원 방향으로 여주분기점에서 감고까지는
[00:45.860 --> 00:49.020]  10km 구간에서 재속도로 무내고 있습니다.
[00:49.020 --> 00:51.300]  김유정입니다.
[00:51.300 --> 00:55.420]  오늘도 당신편 MBCFM4U 날씨와 생활이었습니다."
1871.1,1877.46,6.360000000000127,music,music_output_segment_148.mp3,music_1871.txt,[00:00.000 --> 00:06.320]  구독과 좋아요 부탁드려요!
1877.46,1896.28,18.819999999999936,music,music_output_segment_149.mp3,music_1877.txt,[00:00.000 --> 00:18.840]  구독 부탁드려요
1896.28,1897.86,1.5799999999999272,speech,speech_output_segment_150.mp3,speech_1896.txt,[00:00.000 --> 00:02.000]  I can wait for...
1897.86,2154.7,256.8399999999999,music,music_output_segment_151.mp3,music_1897.txt,"[00:00.000 --> 00:04.880]  오늘의 주인공은
[00:04.880 --> 00:10.000]  롤러스의 롤러스
[00:10.000 --> 00:15.000]  롤러스의 롤러스의 롤러스
[00:15.000 --> 00:20.000]  롤러스의 롤러스
[00:20.000 --> 00:25.000]  롤러스의 롤러스
[00:25.000 --> 00:29.000]  롤러스의 롤러스
[00:29.000 --> 00:35.000]  롤러스의 롤러스
[00:35.000 --> 00:51.600]  롤러스, 롤러랑
[00:51.600 --> 01:21.600]  아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아
[01:21.600 --> 01:37.000]  아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아
[01:37.000 --> 01:42.580]  아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아
[01:42.580 --> 01:46.520]  아 아 아 아 아 아 아 아 아 아 아 아 아 아 to be a
[01:46.520 --> 01:52.020]  그녀를 향해
[01:52.020 --> 01:56.020]  그녀를 향해
[01:56.020 --> 02:00.020]  그녀를 향해
[02:00.020 --> 02:05.020]  그녀를 향해
[02:05.020 --> 02:10.020]  그녀를 향해
[02:10.020 --> 02:14.020]  그녀를 향해
[02:14.020 --> 02:19.000]  그녀를 향해
[02:19.000 --> 02:25.000]  그녀를 향해
[02:25.000 --> 02:29.000]  그녀를 향해
[02:29.000 --> 02:34.000]  그녀를 향해
[02:34.000 --> 02:41.000]  그녀를 향해
[02:41.000 --> 02:44.500]  No more lonely nights
[02:46.500 --> 02:50.000]  You're my guiding light
[02:50.000 --> 02:54.000]  Day or night I'm always there
[02:54.000 --> 02:59.500]  And I won't go away until you tell me so
[02:59.500 --> 03:03.500]  No I'll never go away
[03:05.500 --> 03:10.500]  And I won't go away until you tell me so
[03:11.000 --> 03:15.000]  No I'll never go away
[03:16.000 --> 03:20.000]  No more lonely nights
[03:41.000 --> 03:46.000]  You're my guiding light
[03:46.000 --> 03:51.000]  Day or night I'm always there
[03:51.000 --> 03:57.000]  And I won't go away until you tell me so
[03:57.000 --> 04:02.000]  No I'll never go away
[04:02.000 --> 04:08.000]  And I won't go away until you tell me so
[04:08.000 --> 04:11.000]  No I'll never go away
[04:11.000 --> 04:14.000]  I'll never go away
[04:14.000 --> 04:17.000]  I'll never go away"
2154.7,2156.24,1.5399999999999636,speech,speech_output_segment_152.mp3,speech_2154.txt,[00:00.000 --> 00:01.460]  홀 맥아트네
2156.24,2157.58,1.3400000000001455,music,music_output_segment_153.mp3,music_2156.txt,
2157.58,2162.86,5.2800000000002,speech,speech_output_segment_154.mp3,speech_2157.txt,"[00:00.000 --> 00:03.500]  노모로니 나이트 들었습니다
[00:03.500 --> 00:05.300]  근데 이영님은 사실 따지고 보면 이렇게"
2162.86,2165.94,3.0799999999999272,speech,speech_output_segment_155.mp3,speech_2162.txt,[00:00.000 --> 00:03.000]  외로운 밤이 거의 없었어요.
2165.94,2169.2,3.2599999999997635,speech,speech_output_segment_156.mp3,speech_2165.txt,[00:00.000 --> 00:03.280]  그 결혼도 일찍 하셔가지고
2169.2,2173.74,4.539999999999964,speech,speech_output_segment_157.mp3,speech_2169.txt,[00:00.000 --> 00:06.400]  그 린더메카튼이 린더 이스트 많이 였거든요
2173.74,2176.98,3.2400000000002365,speech,speech_output_segment_158.mp3,speech_2173.txt,[00:00.000 --> 00:03.200]  부자칩 딸이죠
2176.98,2181.34,4.360000000000127,speech,speech_output_segment_159.mp3,speech_2176.txt,[00:00.000 --> 00:04.400]  그분하고 그렇게 사이가 좋았잖아요 그래서 탄동한
2181.34,2185.16,3.819999999999709,speech,speech_output_segment_160.mp3,speech_2181.txt,[00:00.000 --> 00:03.800]  포렌 닌다맥 같은이 그래가지고 공연도 함께 다니고
2185.16,2187.36,2.200000000000273,speech,speech_output_segment_161.mp3,speech_2185.txt,[00:00.000 --> 00:02.000]  어 음반도 내고
2187.36,2193.8,6.440000000000055,speech,speech_output_segment_162.mp3,speech_2187.txt,[00:00.000 --> 00:06.320]  그리고 린다 맥아턴이 사망한 뒤에 또 얼마 안 지나지 않아서 바로
2193.8,2195.02,1.2199999999998,speech,speech_output_segment_163.mp3,speech_2193.txt,[00:00.000 --> 00:02.000]  재혼하시고
2195.02,2200.36,5.3400000000001455,speech,speech_output_segment_164.mp3,speech_2195.txt,[00:00.000 --> 00:07.000]  그렇게 뭐 외로운 마음은.. 지금 요즘 남미..
2200.36,2204.12,3.7599999999997635,speech,speech_output_segment_165.mp3,speech_2200.txt,[00:00.000 --> 00:05.500]  에서 공연하고 계시는데 퍼롤맥 같은이
2204.12,2205.06,0.9400000000000546,speech,speech_output_segment_166.mp3,speech_2204.txt,[00:00.000 --> 00:01.000]  구독 부탁드립니다!
2205.06,2206.48,1.4200000000000728,speech,speech_output_segment_167.mp3,speech_2205.txt,[00:00.000 --> 00:02.000]  론니 나이스
2206.48,2209.32,2.8400000000001455,speech,speech_output_segment_168.mp3,speech_2206.txt,[00:00.000 --> 00:02.800]  아 그 다짐을 얘기한..
2209.32,2211.58,2.2599999999997635,speech,speech_output_segment_169.mp3,speech_2209.txt,[00:00.000 --> 00:02.000]  난 외로움밤은
2211.58,2213.82,2.2400000000002365,speech,speech_output_segment_170.mp3,speech_2211.txt,[00:00.000 --> 00:02.200]  나의 사전은 없어 뭐 이런 걸로
2213.82,2217.78,3.9600000000000364,speech,speech_output_segment_171.mp3,speech_2213.txt,[00:00.000 --> 00:10.000]  임현웅 씨가 정해주셨습니다 고맙습니다.
2217.78,2221.42,3.6399999999998727,speech,speech_output_segment_172.mp3,speech_2217.txt,"[00:00.000 --> 00:03.000]  5, 8, 3, 4번이에요"
2221.42,2223.48,2.0599999999999454,speech,speech_output_segment_173.mp3,speech_2221.txt,[00:00.000 --> 00:02.000]  사랑하는 아내
2223.48,2227.06,3.5799999999999272,speech,speech_output_segment_174.mp3,speech_2223.txt,[00:00.000 --> 00:03.600]  와의 결혼기점 1입니다
2227.06,2229.92,2.8600000000001273,speech,speech_output_segment_175.mp3,speech_2227.txt,[00:00.000 --> 00:03.000]  오늘 데이트하고 돌아가는 길에
2229.92,2231.82,1.900000000000091,speech,speech_output_segment_176.mp3,speech_2229.txt,[00:00.000 --> 00:02.000]  백헴드리면서 가고 있어요
2231.82,2234.06,2.2399999999997817,speech,speech_output_segment_177.mp3,speech_2231.txt,[00:00.000 --> 00:02.000]  아 저희 결혼식
2234.06,2237.3,3.2400000000002365,speech,speech_output_segment_178.mp3,speech_2234.txt,[00:00.000 --> 00:03.200]  입장곡입니다. 이걸 부탁드릴게요.
2237.3,2241.56,4.2599999999997635,speech,speech_output_segment_179.mp3,speech_2237.txt,"[00:00.000 --> 00:02.000]  음...
[00:02.000 --> 00:04.000]  아, 좋은 곡이죠."
2241.56,2242.84,1.2800000000002,speech,speech_output_segment_180.mp3,speech_2241.txt,[00:00.000 --> 00:02.000]  웨트 웨트 웨트
2242.84,2245.46,2.619999999999891,speech,speech_output_segment_181.mp3,speech_2242.txt,[00:00.000 --> 00:02.640]  Love is all around
